geometry,timestamp,violence
POINT (-58.408 -34.611),2016-11-20 07:30:00,Robo
POINT (-58.4076 -34.605),2016-11-20 08:00:00,Robo
POINT (-58.4062 -34.61199999999999),2016-11-20 22:00:00,Robo
POINT (-58.4048 -34.5921),2016-11-20 00:00:00,Robo
POINT (-58.4027 -34.6234),2016-11-20 00:00:00,Robo
POINT (-58.402 -34.614),2016-11-20 00:50:00,Robo
POINT (-58.4016 -34.6292),2016-11-20 01:00:00,Robo
POINT (-58.3999 -34.623),2016-11-20 22:00:00,Robo
POINT (-58.3917 -34.6324),2016-11-20 05:07:00,Robo
POINT (-58.3909 -34.6122),2016-11-20 06:30:00,Robo
POINT (-58.3867 -34.5876),2016-11-20 23:00:00,Robo
POINT (-58.3858 -34.6195),2016-11-20 22:30:00,Robo
POINT (-58.3845 -34.6011),2016-11-20 01:00:00,Robo
POINT (-58.3835 -34.5806),2016-11-20 03:30:00,Robo
POINT (-58.3835 -34.6242),2016-11-20 06:30:00,Robo
POINT (-58.3834 -34.6265),2016-11-20 05:40:00,Robo
POINT (-58.3833 -34.628),2016-11-20 04:10:00,Robo
POINT (-58.382 -34.59),2016-11-20 05:45:00,Robo
POINT (-58.3791 -34.5947),2016-11-20 22:00:00,Robo
POINT (-58.3761 -34.5838),2016-11-20 01:00:00,Robo
POINT (-58.3755 -34.5916),2016-11-20 04:00:00,Robo
POINT (-58.3736 -34.5899),2016-11-20 00:10:00,Robo
POINT (-58.355 -34.6341),2016-11-20 07:45:00,Robo
POINT (-58.5231 -34.654),2016-11-20 05:30:00,Robo
POINT (-58.3859 -34.6514),2016-11-20 05:00:00,Robo
POINT (-58.5168 -34.6387),2016-11-20 06:00:00,Robo
POINT (-58.5237 -34.6338),2016-11-20 00:30:00,Robo
POINT (-58.5123 -34.6604),2016-11-20 07:00:00,Robo
POINT (-58.5087 -34.593),2016-11-20 22:21:00,Robo
POINT (-58.5085 -34.6557),2016-11-20 02:28:00,Robo
POINT (-58.5008 -34.5948),2016-11-20 03:30:00,Robo
POINT (-58.4938 -34.6461),2016-11-20 05:46:00,Robo
POINT (-58.4895 -34.6648),2016-11-20 02:00:00,Robo
POINT (-58.4867 -34.6479),2016-11-20 00:00:00,Robo
POINT (-58.4849 -34.5752),2016-11-20 00:00:00,Robo
POINT (-58.4845 -34.6726),2016-11-20 22:00:00,Robo
POINT (-58.4841 -34.6084),2016-11-20 22:30:00,Robo
POINT (-58.4835 -34.6618),2016-11-20 05:00:00,Robo
POINT (-58.4828 -34.61),2016-11-20 23:15:00,Robo
POINT (-58.4815 -34.6317),2016-11-20 04:15:00,Robo
POINT (-58.4801 -34.6067),2016-11-20 23:00:00,Robo
POINT (-58.4778 -34.6869),2016-11-20 07:30:00,Robo
POINT (-58.4769 -34.6139),2016-11-20 06:00:00,Robo
POINT (-58.4769 -34.6515),2016-11-20 22:00:00,Robo
POINT (-58.4761 -34.6366),2016-11-20 04:40:00,Robo
POINT (-58.4709 -34.6847),2016-11-20 04:30:00,Robo
POINT (-58.4673 -34.6336),2016-11-20 03:40:00,Robo
POINT (-58.4669 -34.6309),2016-11-20 06:00:00,Robo
POINT (-58.4668 -34.5617),2016-11-20 05:30:00,Robo
POINT (-58.4626 -34.5619),2016-11-20 22:00:00,Robo
POINT (-58.4593 -34.5544),2016-11-20 22:00:00,Robo
POINT (-58.4554 -34.5788),2016-11-20 03:00:00,Robo
POINT (-58.4467 -34.6441),2016-11-20 07:30:00,Robo
POINT (-58.4452 -34.6605),2016-11-20 00:00:00,Robo
POINT (-58.443 -34.5734),2016-11-20 22:30:00,Robo
POINT (-58.4412 -34.6372),2016-11-20 07:00:00,Robo
POINT (-58.4409 -34.5695),2016-11-20 22:57:00,Robo
POINT (-58.4377 -34.5891),2016-11-20 00:15:00,Robo
POINT (-58.4368 -34.6321),2016-11-20 22:00:00,Robo
POINT (-58.4368 -34.5898),2016-11-20 07:30:00,Robo
POINT (-58.4365 -34.5882),2016-11-20 02:30:00,Robo
POINT (-58.4361 -34.5974),2016-11-20 23:50:00,Robo
POINT (-58.43600000000001 -34.5985),2016-11-20 23:00:00,Robo
POINT (-58.432 -34.5917),2016-11-20 02:00:00,Robo
POINT (-58.4311 -34.5787),2016-11-20 23:52:00,Robo
POINT (-58.4203 -34.6046),2016-11-20 06:00:00,Robo
POINT (-58.4189 -34.6368),2016-11-20 00:15:00,Robo
POINT (-58.4106 -34.6063),2016-11-20 04:45:00,Robo
POINT (-58.4516 -34.6374),2016-11-19 00:30:00,Robo
POINT (-58.4473 -34.6023),2016-11-19 06:40:00,Robo
POINT (-58.445 -34.6266),2016-11-19 05:30:00,Robo
POINT (-58.4449 -34.6397),2016-11-19 00:30:00,Robo
POINT (-58.4442 -34.5906),2016-11-19 23:00:00,Robo
POINT (-58.4406 -34.6393),2016-11-19 04:00:00,Robo
POINT (-58.4401 -34.5848),2016-11-19 06:00:00,Robo
POINT (-58.4399 -34.6104),2016-11-19 06:40:00,Robo
POINT (-58.438 -34.6469),2016-11-19 06:45:00,Robo
POINT (-58.4377 -34.586),2016-11-19 04:00:00,Robo
POINT (-58.4358 -34.5891),2016-11-19 00:30:00,Robo
POINT (-58.4344 -34.5946),2016-11-19 22:30:00,Robo
POINT (-58.4342 -34.6359),2016-11-19 01:00:00,Robo
POINT (-58.4331 -34.6345),2016-11-19 23:00:00,Robo
POINT (-58.4325 -34.5949),2016-11-19 22:30:00,Robo
POINT (-58.4306 -34.5939),2016-11-19 02:00:00,Robo
POINT (-58.42899999999999 -34.6474),2016-11-19 07:00:00,Robo
POINT (-58.4241 -34.5794),2016-11-19 06:30:00,Robo
POINT (-58.4239 -34.5709),2016-11-19 04:00:00,Robo
POINT (-58.4229 -34.5838),2016-11-19 00:25:00,Robo
POINT (-58.4215 -34.6282),2016-11-19 22:15:00,Robo
POINT (-58.4191 -34.5886),2016-11-19 04:00:00,Robo
POINT (-58.4167 -34.6385),2016-11-19 01:00:00,Robo
POINT (-58.416 -34.6023),2016-11-19 23:00:00,Robo
POINT (-58.4159 -34.6013),2016-11-19 03:30:00,Robo
POINT (-58.4154 -34.582),2016-11-19 05:30:00,Robo
POINT (-58.4139 -34.5925),2016-11-19 05:15:00,Robo
POINT (-58.4125 -34.6272),2016-11-19 02:30:00,Robo
POINT (-58.4096 -34.5939),2016-11-19 23:00:00,Robo
POINT (-58.4727 -34.6247),2016-11-19 07:15:00,Robo
POINT (-58.4772 -34.617),2016-11-19 22:00:00,Robo
POINT (-58.4616 -34.6162),2016-11-19 22:25:00,Robo
POINT (-58.4611 -34.6106),2016-11-19 23:00:00,Robo
POINT (-58.4861 -34.5698),2016-11-19 00:00:00,Robo
POINT (-58.4327 -34.6007),2016-11-19 06:35:00,Robo
POINT (-58.4078 -34.5896),2016-11-19 04:47:00,Robo
POINT (-58.4066 -34.6226),2016-11-19 22:30:00,Robo
POINT (-58.40600000000001 -34.6042),2016-11-19 00:40:00,Robo
POINT (-58.4029 -34.5941),2016-11-19 06:00:00,Robo
POINT (-58.3998 -34.623),2016-11-19 07:15:00,Robo
POINT (-58.3977 -34.6006),2016-11-19 07:45:00,Robo
POINT (-58.3924 -34.61),2016-11-19 08:00:00,Robo
POINT (-58.39100000000001 -34.6152),2016-11-19 07:45:00,Robo
POINT (-58.38800000000001 -34.6154),2016-11-19 08:00:00,Robo
POINT (-58.3827 -34.6067),2016-11-19 08:00:00,Robo
POINT (-58.3809 -34.616),2016-11-19 03:00:00,Robo
POINT (-58.376 -34.5923),2016-11-19 23:10:00,Robo
POINT (-58.3704 -34.6168),2016-11-19 22:30:00,Robo
POINT (-58.3824 -34.6485),2016-11-19 00:00:00,Robo
POINT (-58.5148 -34.639),2016-11-19 02:45:00,Robo
POINT (-58.527 -34.6387),2016-11-19 03:20:00,Robo
POINT (-58.5237 -34.6338),2016-11-19 23:30:00,Robo
POINT (-58.5122 -34.5952),2016-11-19 07:30:00,Robo
POINT (-58.5111 -34.6614),2016-11-19 01:00:00,Robo
POINT (-58.5036 -34.6677),2016-11-19 05:15:00,Robo
POINT (-58.5013 -34.673),2016-11-19 05:40:00,Robo
POINT (-58.5004 -34.6487),2016-11-19 01:00:00,Robo
POINT (-58.5004 -34.6577),2016-11-19 02:30:00,Robo
POINT (-58.4879 -34.6361),2016-11-19 01:00:00,Robo
POINT (-58.4832 -34.6841),2016-11-19 03:40:00,Robo
POINT (-58.4812 -34.5554),2016-11-19 06:30:00,Robo
POINT (-58.4771 -34.6554),2016-11-19 23:30:00,Robo
POINT (-58.4746 -34.6383),2016-11-19 22:30:00,Robo
POINT (-58.4737 -34.6708),2016-11-19 23:00:00,Robo
POINT (-58.4736 -34.6696),2016-11-19 02:00:00,Robo
POINT (-58.4711 -34.6907),2016-11-19 23:05:00,Robo
POINT (-58.47 -34.6935),2016-11-19 22:15:00,Robo
POINT (-58.4626 -34.5619),2016-11-19 22:30:00,Robo
POINT (-58.4619 -34.6419),2016-11-19 00:30:00,Robo
POINT (-58.4591 -34.571),2016-11-19 23:34:00,Robo
POINT (-58.5181 -34.627),2016-11-18 23:00:00,Robo
POINT (-58.4793 -34.6574),2016-11-18 23:30:00,Robo
POINT (-58.4768 -34.6601),2016-11-18 22:00:00,Robo
POINT (-58.4737 -34.6708),2016-11-18 23:10:00,Robo
POINT (-58.4416 -34.5686),2016-11-18 22:00:00,Robo
POINT (-58.4319 -34.5903),2016-11-18 23:30:00,Robo
POINT (-58.4171 -34.6123),2016-11-18 22:01:00,Robo
POINT (-58.4107 -34.5886),2016-11-18 23:00:00,Robo
POINT (-58.4095 -34.6242),2016-11-18 23:30:00,Robo
POINT (-58.4024 -34.593),2016-11-18 22:05:00,Robo
POINT (-58.3836 -34.6159),2016-11-18 23:50:00,Robo
POINT (-58.3724 -34.5968),2016-11-18 23:00:00,Robo
POINT (-58.3581 -34.6313),2016-11-18 22:00:00,Robo
POINT (-58.5274 -34.6542),2016-11-18 22:40:00,Robo
POINT (-58.3738 -34.6463),2016-11-18 23:30:00,Robo
POINT (-58.5106 -34.6386),2016-11-18 23:50:00,Robo
POINT (-58.4072 -34.627),2016-11-13 07:18:00,Robo
POINT (-58.4062 -34.61199999999999),2016-11-13 04:20:00,Robo
POINT (-58.3999 -34.6029),2016-11-13 06:05:00,Robo
POINT (-58.3969 -34.6227),2016-11-13 06:10:00,Robo
POINT (-58.3961 -34.6496),2016-11-13 08:00:00,Robo
POINT (-58.3959 -34.6523),2016-11-13 04:45:00,Robo
POINT (-58.3936 -34.5976),2016-11-13 01:00:00,Robo
POINT (-58.3919 -34.6248),2016-11-13 22:10:00,Robo
POINT (-58.3893 -34.6371),2016-11-13 03:30:00,Robo
POINT (-58.3849 -34.6266),2016-11-13 06:00:00,Robo
POINT (-58.3835 -34.5806),2016-11-13 07:30:00,Robo
POINT (-58.3813 -34.6086),2016-11-13 06:00:00,Robo
POINT (-58.3808 -34.6259),2016-11-13 06:00:00,Robo
POINT (-58.3723 -34.5878),2016-11-13 00:09:00,Robo
POINT (-58.3715 -34.6051),2016-11-13 22:30:00,Robo
POINT (-58.3892 -34.6552),2016-11-13 06:30:00,Robo
POINT (-58.5164 -34.6489),2016-11-13 23:00:00,Robo
POINT (-58.5248 -34.6442),2016-11-13 06:00:00,Robo
POINT (-58.5152 -34.6401),2016-11-13 04:40:00,Robo
POINT (-58.5176 -34.5974),2016-11-13 03:00:00,Robo
POINT (-58.51 -34.5703),2016-11-13 05:30:00,Robo
POINT (-58.4948 -34.5685),2016-11-13 23:00:00,Robo
POINT (-58.4905 -34.6657),2016-11-13 23:30:00,Robo
POINT (-58.4877 -34.6415),2016-11-13 00:30:00,Robo
POINT (-58.4865 -34.6247),2016-11-13 02:30:00,Robo
POINT (-58.4825 -34.6262),2016-11-13 22:00:00,Robo
POINT (-58.4817 -34.6399),2016-11-13 05:00:00,Robo
POINT (-58.4701 -34.6403),2016-11-13 00:30:00,Robo
POINT (-58.4695 -34.6322),2016-11-13 05:50:00,Robo
POINT (-58.4689 -34.6299),2016-11-13 04:00:00,Robo
POINT (-58.4669 -34.5508),2016-11-13 23:00:00,Robo
POINT (-58.4669 -34.5622),2016-11-13 00:00:00,Robo
POINT (-58.4651 -34.5531),2016-11-13 05:00:00,Robo
POINT (-58.4645 -34.6422),2016-11-13 01:00:00,Robo
POINT (-58.464 -34.6339),2016-11-13 01:00:00,Robo
POINT (-58.4582 -34.6399),2016-11-13 23:50:00,Robo
POINT (-58.4573 -34.6262),2016-11-13 00:15:00,Robo
POINT (-58.4544 -34.6417),2016-11-13 22:00:00,Robo
POINT (-58.4524 -34.5678),2016-11-13 00:08:00,Robo
POINT (-58.4455 -34.6361),2016-11-13 03:30:00,Robo
POINT (-58.4434 -34.6591),2016-11-13 07:20:00,Robo
POINT (-58.4432 -34.6236),2016-11-13 22:00:00,Robo
POINT (-58.4407 -34.5883),2016-11-13 01:30:00,Robo
POINT (-58.4383 -34.5884),2016-11-13 01:30:00,Robo
POINT (-58.4382 -34.5816),2016-11-13 03:00:00,Robo
POINT (-58.438 -34.5846),2016-11-13 00:00:00,Robo
POINT (-58.4379 -34.5794),2016-11-13 03:30:00,Robo
POINT (-58.4378 -34.5877),2016-11-13 04:00:00,Robo
POINT (-58.4358 -34.5878),2016-11-13 02:00:00,Robo
POINT (-58.4316 -34.6235),2016-11-13 04:40:00,Robo
POINT (-58.431 -34.6579),2016-11-13 01:50:00,Robo
POINT (-58.4306 -34.5814),2016-11-13 05:35:00,Robo
POINT (-58.4299 -34.6372),2016-11-13 01:10:00,Robo
POINT (-58.4299 -34.6283),2016-11-13 22:00:00,Robo
POINT (-58.4297 -34.6304),2016-11-13 22:00:00,Robo
POINT (-58.4268 -34.6083),2016-11-13 22:00:00,Robo
POINT (-58.4226 -34.6435),2016-11-13 22:00:00,Robo
POINT (-58.4212 -34.6341),2016-11-13 22:00:00,Robo
POINT (-58.4202 -34.6039),2016-11-13 22:15:00,Robo
POINT (-58.4196 -34.6458),2016-11-13 01:45:00,Robo
POINT (-58.4189 -34.6439),2016-11-13 23:00:00,Robo
POINT (-58.4179 -34.6455),2016-11-13 06:30:00,Robo
POINT (-58.4179 -34.5769),2016-11-13 04:30:00,Robo
POINT (-58.4155 -34.5992),2016-11-13 03:00:00,Robo
POINT (-58.41399999999999 -34.6125),2016-11-13 04:00:00,Robo
POINT (-58.4128 -34.6235),2016-11-13 23:00:00,Robo
POINT (-58.4108 -34.6111),2016-11-13 03:00:00,Robo
POINT (-58.4089 -34.5862),2016-11-13 02:00:00,Robo
POINT (-58.4086 -34.5891),2016-11-13 00:30:00,Robo
POINT (-58.4625 -34.6192),2016-11-13 00:20:00,Robo
POINT (-58.4684 -34.6189),2016-11-13 01:00:00,Robo
POINT (-58.4788 -34.5995),2016-11-13 02:00:00,Robo
POINT (-58.4025 -34.5991),2016-11-13 22:30:00,Robo
POINT (-58.4134 -34.5687),2016-11-13 00:10:00,Robo
POINT (-58.4019 -34.5675),2016-11-13 00:30:00,Robo
POINT (-58.4317 -34.5608),2016-11-13 02:50:00,Robo
POINT (-58.4951 -34.5695),2016-11-13 00:00:00,Robo
POINT (-58.4484 -34.5965),2016-11-13 04:40:00,Robo
POINT (-58.4753 -34.6288),2016-11-12 01:00:00,Robo
POINT (-58.4888 -34.55),2016-11-12 00:00:00,Robo
POINT (-58.5051 -34.5882),2016-11-12 00:00:00,Robo
POINT (-58.3806 -34.609),2016-11-12 05:15:00,Robo
POINT (-58.4391 -34.5911),2016-11-12 04:30:00,Robo
POINT (-58.4512 -34.5903),2016-11-12 00:00:00,Robo
POINT (-58.4001 -34.6042),2016-11-12 01:20:00,Robo
POINT (-58.3979 -34.5982),2016-11-12 23:00:00,Robo
POINT (-58.3968 -34.5966),2016-11-12 05:15:00,Robo
POINT (-58.3967 -34.609),2016-11-12 08:00:00,Robo
POINT (-58.3965 -34.5983),2016-11-12 05:00:00,Robo
POINT (-58.3942 -34.6238),2016-11-12 01:00:00,Robo
POINT (-58.3939 -34.6112),2016-11-12 23:40:00,Robo
POINT (-58.393 -34.6027),2016-11-12 05:00:00,Robo
POINT (-58.3875 -34.6296),2016-11-12 03:30:00,Robo
POINT (-58.3833 -34.6304),2016-11-12 08:00:00,Robo
POINT (-58.3761 -34.5838),2016-11-12 22:00:00,Robo
POINT (-58.3703 -34.637),2016-11-12 23:00:00,Robo
POINT (-58.3685 -34.6047),2016-11-12 05:15:00,Robo
POINT (-58.5128 -34.6459),2016-11-12 00:00:00,Robo
POINT (-58.5278 -34.6455),2016-11-12 07:15:00,Robo
POINT (-58.5075 -34.6419),2016-11-12 23:00:00,Robo
POINT (-58.5294 -34.6261),2016-11-12 23:05:00,Robo
POINT (-58.517 -34.6193),2016-11-12 01:50:00,Robo
POINT (-58.5028 -34.5995),2016-11-12 22:50:00,Robo
POINT (-58.4965 -34.6758),2016-11-12 23:05:00,Robo
POINT (-58.4949 -34.6762),2016-11-12 23:20:00,Robo
POINT (-58.4936 -34.559),2016-11-12 00:43:00,Robo
POINT (-58.4924 -34.5735),2016-11-12 22:50:00,Robo
POINT (-58.4923 -34.5735),2016-11-12 22:35:00,Robo
POINT (-58.4912 -34.6296),2016-11-12 03:40:00,Robo
POINT (-58.4906 -34.5746),2016-11-12 06:30:00,Robo
POINT (-58.4877 -34.6508),2016-11-12 03:00:00,Robo
POINT (-58.48699999999999 -34.6749),2016-11-12 08:00:00,Robo
POINT (-58.4781 -34.6725),2016-11-12 04:20:00,Robo
POINT (-58.4762 -34.6333),2016-11-12 23:30:00,Robo
POINT (-58.473 -34.6661),2016-11-12 00:00:00,Robo
POINT (-58.4709 -34.5436),2016-11-12 04:00:00,Robo
POINT (-58.4689 -34.6299),2016-11-12 06:30:00,Robo
POINT (-58.4678 -34.6296),2016-11-12 07:00:00,Robo
POINT (-58.4631 -34.6419),2016-11-12 02:50:00,Robo
POINT (-58.4576 -34.6537),2016-11-12 06:00:00,Robo
POINT (-58.457 -34.6278),2016-11-12 01:30:00,Robo
POINT (-58.456 -34.5566),2016-11-12 01:00:00,Robo
POINT (-58.4558 -34.6174),2016-11-12 00:45:00,Robo
POINT (-58.4541 -34.5792),2016-11-12 23:30:00,Robo
POINT (-58.4529 -34.6102),2016-11-12 23:00:00,Robo
POINT (-58.4505 -34.6645),2016-11-12 04:30:00,Robo
POINT (-58.4441 -34.6503),2016-11-12 02:00:00,Robo
POINT (-58.4434 -34.6169),2016-11-12 00:40:00,Robo
POINT (-58.441 -34.5885),2016-11-12 22:00:00,Robo
POINT (-58.44 -34.5657),2016-11-12 22:00:00,Robo
POINT (-58.4385 -34.5732),2016-11-12 23:00:00,Robo
POINT (-58.4377 -34.586),2016-11-12 05:00:00,Robo
POINT (-58.4377 -34.586),2016-11-12 05:00:00,Robo
POINT (-58.4376 -34.5878),2016-11-12 06:10:00,Robo
POINT (-58.4356 -34.5775),2016-11-12 01:10:00,Robo
POINT (-58.4352 -34.5849),2016-11-12 03:00:00,Robo
POINT (-58.4352 -34.5865),2016-11-12 04:30:00,Robo
POINT (-58.4335 -34.5864),2016-11-12 05:50:00,Robo
POINT (-58.433 -34.5923),2016-11-12 03:50:00,Robo
POINT (-58.4325 -34.5782),2016-11-12 23:45:00,Robo
POINT (-58.4323 -34.6566),2016-11-12 23:30:00,Robo
POINT (-58.4294 -34.5849),2016-11-12 06:00:00,Robo
POINT (-58.4255 -34.6128),2016-11-12 04:30:00,Robo
POINT (-58.4241 -34.6225),2016-11-12 23:20:00,Robo
POINT (-58.4219 -34.5703),2016-11-12 02:00:00,Robo
POINT (-58.4206 -34.6069),2016-11-12 22:15:00,Robo
POINT (-58.4199 -34.6016),2016-11-12 00:15:00,Robo
POINT (-58.4193 -34.5961),2016-11-12 04:00:00,Robo
POINT (-58.4191 -34.6023),2016-11-12 00:15:00,Robo
POINT (-58.4177 -34.605),2016-11-12 01:15:00,Robo
POINT (-58.4112 -34.5831),2016-11-12 22:50:00,Robo
POINT (-58.4097 -34.6362),2016-11-12 03:00:00,Robo
POINT (-58.4089 -34.5907),2016-11-12 07:30:00,Robo
POINT (-58.453 -34.6447),2016-11-11 22:00:00,Robo
POINT (-58.4443 -34.5726),2016-11-11 22:00:00,Robo
POINT (-58.43600000000001 -34.5829),2016-11-11 23:00:00,Robo
POINT (-58.4309 -34.5925),2016-11-11 22:10:00,Robo
POINT (-58.4229 -34.6198),2016-11-11 22:45:00,Robo
POINT (-58.4221 -34.6197),2016-11-11 22:15:00,Robo
POINT (-58.4189 -34.6046),2016-11-11 23:00:00,Robo
POINT (-58.4171 -34.6504),2016-11-11 23:00:00,Robo
POINT (-58.3827 -34.5968),2016-11-11 23:00:00,Robo
POINT (-58.38800000000001 -34.6184),2016-11-11 22:00:00,Robo
POINT (-58.3858 -34.6011),2016-11-11 23:00:00,Robo
POINT (-58.392 -34.6508),2016-11-11 22:55:00,Robo
POINT (-58.5241 -34.6481),2016-11-11 23:05:00,Robo
POINT (-58.5066 -34.6451),2016-11-11 22:30:00,Robo
POINT (-58.5061 -34.6445),2016-11-11 22:00:00,Robo
POINT (-58.5214 -34.633),2016-11-11 22:00:00,Robo
POINT (-58.5157 -34.5864),2016-11-11 23:45:00,Robo
POINT (-58.5128 -34.6173),2016-11-11 22:20:00,Robo
POINT (-58.5124 -34.5843),2016-11-11 22:00:00,Robo
POINT (-58.5036 -34.6104),2016-11-11 23:00:00,Robo
POINT (-58.4899 -34.676),2016-11-11 22:00:00,Robo
POINT (-58.488 -34.5572),2016-11-11 23:41:00,Robo
POINT (-58.48 -34.6316),2016-11-11 23:00:00,Robo
POINT (-58.4748 -34.6699),2016-11-11 22:00:00,Robo
POINT (-58.4734 -34.5671),2016-11-11 23:23:00,Robo
POINT (-58.473 -34.6661),2016-11-11 23:45:00,Robo
POINT (-58.4699 -34.631),2016-11-11 23:00:00,Robo
POINT (-58.5245 -34.6028),2016-11-06 01:45:00,Robo
POINT (-58.5037 -34.6518),2016-11-06 02:30:00,Robo
POINT (-58.4876 -34.6239),2016-11-06 23:00:00,Robo
POINT (-58.486 -34.6705),2016-11-06 06:30:00,Robo
POINT (-58.4834 -34.653),2016-11-06 04:55:00,Robo
POINT (-58.4815 -34.5556),2016-11-06 06:00:00,Robo
POINT (-58.4754 -34.5967),2016-11-06 02:40:00,Robo
POINT (-58.4749 -34.5469),2016-11-06 04:00:00,Robo
POINT (-58.4741 -34.55),2016-11-06 22:30:00,Robo
POINT (-58.4736 -34.662),2016-11-06 22:30:00,Robo
POINT (-58.4734 -34.6402),2016-11-06 02:00:00,Robo
POINT (-58.4727 -34.5414),2016-11-06 23:00:00,Robo
POINT (-58.4726 -34.6513),2016-11-06 23:40:00,Robo
POINT (-58.4713 -34.6739),2016-11-06 22:00:00,Robo
POINT (-58.4706 -34.6732),2016-11-06 01:00:00,Robo
POINT (-58.4701 -34.5988),2016-11-06 22:00:00,Robo
POINT (-58.4677 -34.5899),2016-11-06 05:30:00,Robo
POINT (-58.4646 -34.636),2016-11-06 07:30:00,Robo
POINT (-58.4624 -34.6344),2016-11-06 22:30:00,Robo
POINT (-58.4622 -34.6484),2016-11-06 03:00:00,Robo
POINT (-58.4608 -34.6387),2016-11-06 04:30:00,Robo
POINT (-58.4597 -34.6268),2016-11-06 22:30:00,Robo
POINT (-58.4573 -34.5616),2016-11-06 22:30:00,Robo
POINT (-58.4545 -34.5666),2016-11-06 05:00:00,Robo
POINT (-58.4531 -34.5785),2016-11-06 02:15:00,Robo
POINT (-58.4513 -34.5655),2016-11-06 00:15:00,Robo
POINT (-58.4476 -34.6271),2016-11-06 22:00:00,Robo
POINT (-58.4432 -34.5959),2016-11-06 03:00:00,Robo
POINT (-58.4432 -34.6071),2016-11-06 07:15:00,Robo
POINT (-58.4407 -34.6656),2016-11-06 06:30:00,Robo
POINT (-58.4403 -34.6369),2016-11-06 22:00:00,Robo
POINT (-58.4394 -34.5908),2016-11-06 04:01:00,Robo
POINT (-58.437 -34.6315),2016-11-06 02:00:00,Robo
POINT (-58.4355 -34.6007),2016-11-06 01:00:00,Robo
POINT (-58.4348 -34.5785),2016-11-06 02:00:00,Robo
POINT (-58.4329 -34.5722),2016-11-06 23:30:00,Robo
POINT (-58.4312 -34.6435),2016-11-06 22:15:00,Robo
POINT (-58.4309 -34.5896),2016-11-06 04:32:00,Robo
POINT (-58.4269 -34.623),2016-11-06 06:00:00,Robo
POINT (-58.4264 -34.6177),2016-11-06 00:15:00,Robo
POINT (-58.4247 -34.5706),2016-11-06 06:00:00,Robo
POINT (-58.4236 -34.6082),2016-11-06 22:30:00,Robo
POINT (-58.4234 -34.6042),2016-11-06 23:30:00,Robo
POINT (-58.4208 -34.5974),2016-11-06 00:15:00,Robo
POINT (-58.4203 -34.6046),2016-11-06 03:00:00,Robo
POINT (-58.4124 -34.6037),2016-11-06 05:20:00,Robo
POINT (-58.412 -34.6188),2016-11-06 00:46:00,Robo
POINT (-58.4107 -34.6028),2016-11-06 22:15:00,Robo
POINT (-58.41 -34.6172),2016-11-06 06:00:00,Robo
POINT (-58.4094 -34.6239),2016-11-06 00:15:00,Robo
POINT (-58.4666 -34.6267),2016-11-06 07:52:00,Robo
POINT (-58.4129 -34.5677),2016-11-06 04:20:00,Robo
POINT (-58.4946 -34.5662),2016-11-06 00:00:00,Robo
POINT (-58.4609 -34.605),2016-11-06 03:00:00,Robo
POINT (-58.4383 -34.5889),2016-11-06 05:00:00,Robo
POINT (-58.4394 -34.5881),2016-11-06 03:00:00,Robo
POINT (-58.4458 -34.5826),2016-11-06 00:00:00,Robo
POINT (-58.4571 -34.581),2016-11-06 01:00:00,Robo
POINT (-58.4278 -34.6438),2016-11-06 22:00:00,Robo
POINT (-58.409 -34.6377),2016-11-06 00:30:00,Robo
POINT (-58.4072 -34.6277),2016-11-06 07:50:00,Robo
POINT (-58.4065 -34.6013),2016-11-06 07:00:00,Robo
POINT (-58.4034 -34.5917),2016-11-06 06:00:00,Robo
POINT (-58.4017 -34.5991),2016-11-06 01:00:00,Robo
POINT (-58.3988 -34.6213),2016-11-06 08:00:00,Robo
POINT (-58.3974 -34.6326),2016-11-06 00:10:00,Robo
POINT (-58.389 -34.5954),2016-11-06 01:15:00,Robo
POINT (-58.3877 -34.5969),2016-11-06 04:00:00,Robo
POINT (-58.3865 -34.6183),2016-11-06 01:45:00,Robo
POINT (-58.382 -34.6286),2016-11-06 05:30:00,Robo
POINT (-58.382 -34.6273),2016-11-06 01:00:00,Robo
POINT (-58.3817 -34.6172),2016-11-06 22:00:00,Robo
POINT (-58.3809 -34.6138),2016-11-06 06:45:00,Robo
POINT (-58.3787 -34.5972),2016-11-06 00:05:00,Robo
POINT (-58.3772 -34.6275),2016-11-06 03:00:00,Robo
POINT (-58.3752 -34.6134),2016-11-06 04:30:00,Robo
POINT (-58.373 -34.6028),2016-11-06 07:00:00,Robo
POINT (-58.369 -34.6202),2016-11-06 01:20:00,Robo
POINT (-58.5208 -34.6544),2016-11-06 02:00:00,Robo
POINT (-58.5074 -34.6486),2016-11-06 22:15:00,Robo
POINT (-58.5124 -34.6423),2016-11-06 03:00:00,Robo
POINT (-58.4043 -34.5864),2016-11-05 00:00:00,Robo
POINT (-58.3966 -34.6311),2016-11-05 22:00:00,Robo
POINT (-58.3924 -34.5843),2016-11-05 23:00:00,Robo
POINT (-58.3896 -34.5921),2016-11-05 04:30:00,Robo
POINT (-58.3876 -34.5943),2016-11-05 04:00:00,Robo
POINT (-58.3834 -34.6274),2016-11-05 05:00:00,Robo
POINT (-58.3833 -34.6286),2016-11-05 02:30:00,Robo
POINT (-58.382 -34.6286),2016-11-05 07:30:00,Robo
POINT (-58.3755 -34.6082),2016-11-05 04:00:00,Robo
POINT (-58.4751 -34.6607),2016-11-05 08:00:00,Robo
