geometry,timestamp,violence
POINT (-58.4256 -34.6268),2017-10-07 00:15:00,Robo
POINT (-58.4306 -34.6289),2017-10-07 23:00:00,Robo
POINT (-58.4355 -34.6353),2017-10-07 07:45:00,Robo
POINT (-58.4375 -34.6391),2017-10-07 22:00:00,Robo
POINT (-58.4377 -34.6261),2017-10-07 22:30:00,Robo
POINT (-58.4394 -34.6091),2017-10-07 05:45:00,Robo
POINT (-58.44 -34.6006),2017-10-07 08:00:00,Robo
POINT (-58.4446 -34.586),2017-10-07 07:39:00,Robo
POINT (-58.4525 -34.6576),2017-10-07 06:30:00,Robo
POINT (-58.4562 -34.6124),2017-10-07 22:10:00,Robo
POINT (-58.457 -34.6539),2017-10-07 06:00:00,Robo
POINT (-58.4584 -34.6066),2017-10-07 22:00:00,Robo
POINT (-58.4696 -34.5805),2017-10-07 07:45:00,Robo
POINT (-58.4757 -34.5443),2017-10-07 04:00:00,Robo
POINT (-58.4764 -34.6312),2017-10-07 05:45:00,Robo
POINT (-58.4781 -34.6111),2017-10-07 23:00:00,Robo
POINT (-58.4872 -34.6492),2017-10-07 22:00:00,Robo
POINT (-58.4876 -34.5825),2017-10-07 02:00:00,Robo
POINT (-58.4879 -34.6598),2017-10-07 00:30:00,Robo
POINT (-58.4972 -34.6038),2017-10-07 03:30:00,Robo
POINT (-58.5056 -34.6558),2017-10-07 07:45:00,Robo
POINT (-58.5063 -34.6173),2017-10-07 01:45:00,Robo
POINT (-58.5138 -34.5905),2017-10-07 05:20:00,Robo
POINT (-58.5152 -34.6498),2017-10-07 23:00:00,Robo
POINT (-58.361 -34.6289),2017-10-06 22:30:00,Robo
POINT (-58.3741 -34.5998),2017-10-06 23:40:00,Robo
POINT (-58.3796 -34.6277),2017-10-06 22:30:00,Robo
POINT (-58.3932 -34.6158),2017-10-06 22:30:00,Robo
POINT (-58.3969 -34.6033),2017-10-06 22:00:00,Robo
POINT (-58.4033 -34.6392),2017-10-06 23:50:00,Robo
POINT (-58.4126 -34.6467),2017-10-06 23:00:00,Robo
POINT (-58.4343 -34.5955),2017-10-06 23:30:00,Robo
POINT (-58.4406 -34.5791),2017-10-06 22:00:00,Robo
POINT (-58.4484 -34.6278),2017-10-06 22:30:00,Robo
POINT (-58.4573 -34.5665),2017-10-06 22:00:00,Robo
POINT (-58.4593 -34.686),2017-10-06 23:30:00,Robo
POINT (-58.4616 -34.5596),2017-10-06 22:30:00,Robo
POINT (-58.4707 -34.6074),2017-10-06 22:40:00,Robo
POINT (-58.4737 -34.5817),2017-10-06 23:30:00,Robo
POINT (-58.5279 -34.6374),2017-10-06 22:00:00,Robo
POINT (-58.4365 -34.6121),2017-10-01 00:15:00,Robo
POINT (-58.4778 -34.5598),2017-10-01 00:00:00,Robo
POINT (-58.416 -34.5852),2017-10-01 06:00:00,Robo
POINT (-58.4322 -34.6021),2017-10-01 01:00:00,Robo
POINT (-58.4133 -34.5872),2017-10-01 06:30:00,Robo
POINT (-58.3806 -34.607),2017-10-01 03:19:00,Robo
POINT (-58.4271 -34.5962),2017-10-01 02:30:00,Robo
POINT (-58.3687 -34.6438),2017-10-01 01:10:00,Robo
POINT (-58.3693 -34.63800000000001),2017-10-01 05:00:00,Robo
POINT (-58.3694 -34.6392),2017-10-01 07:00:00,Robo
POINT (-58.3696 -34.63800000000001),2017-10-01 04:45:00,Robo
POINT (-58.3697 -34.6385),2017-10-01 06:15:00,Robo
POINT (-58.3734 -34.6385),2017-10-01 06:15:00,Robo
POINT (-58.3743 -34.614),2017-10-01 23:45:00,Robo
POINT (-58.3756 -34.5929),2017-10-01 05:15:00,Robo
POINT (-58.3942 -34.5886),2017-10-01 04:30:00,Robo
POINT (-58.3989 -34.597),2017-10-01 02:00:00,Robo
POINT (-58.4058 -34.6059),2017-10-01 04:45:00,Robo
POINT (-58.4107 -34.6029),2017-10-01 07:11:00,Robo
POINT (-58.4184 -34.6463),2017-10-01 06:30:00,Robo
POINT (-58.4207 -34.6024),2017-10-01 04:30:00,Robo
POINT (-58.4243 -34.6191),2017-10-01 03:00:00,Robo
POINT (-58.433 -34.5779),2017-10-01 03:00:00,Robo
POINT (-58.4342 -34.5953),2017-10-01 04:00:00,Robo
POINT (-58.4378 -34.6191),2017-10-01 03:00:00,Robo
POINT (-58.4383 -34.6216),2017-10-01 04:00:00,Robo
POINT (-58.4461 -34.6445),2017-10-01 07:30:00,Robo
POINT (-58.4496 -34.5693),2017-10-01 06:15:00,Robo
POINT (-58.452 -34.6248),2017-10-01 06:00:00,Robo
POINT (-58.4693 -34.6729),2017-10-01 04:30:00,Robo
POINT (-58.4705 -34.5786),2017-10-01 05:50:00,Robo
POINT (-58.4734 -34.6878),2017-10-01 05:00:00,Robo
POINT (-58.4811 -34.6533),2017-10-01 03:00:00,Robo
POINT (-58.4881 -34.5595),2017-10-01 04:30:00,Robo
POINT (-58.4967 -34.5673),2017-10-01 22:35:00,Robo
POINT (-58.3797 -34.6185),2017-11-26 05:20:00,Robo
POINT (-58.4046 -34.6158),2017-11-26 23:50:00,Robo
POINT (-58.4082 -34.6165),2017-11-26 02:30:00,Robo
POINT (-58.4093 -34.5953),2017-11-26 05:30:00,Robo
POINT (-58.4173 -34.6139),2017-11-26 07:15:00,Robo
POINT (-58.4312 -34.6415),2017-11-26 03:45:00,Robo
POINT (-58.4339 -34.644),2017-11-26 02:45:00,Robo
POINT (-58.4947 -34.5872),2017-11-26 02:00:00,Robo
POINT (-58.3746 -34.6149),2017-11-26 04:15:00,Robo
POINT (-58.3766 -34.599),2017-11-26 22:15:00,Robo
POINT (-58.3804 -34.5894),2017-11-26 01:45:00,Robo
POINT (-58.397 -34.6017),2017-11-26 03:15:00,Robo
POINT (-58.3979 -34.632),2017-11-26 05:00:00,Robo
POINT (-58.3988 -34.5925),2017-11-26 23:30:00,Robo
POINT (-58.4025 -34.5997),2017-11-26 22:00:00,Robo
POINT (-58.4044 -34.5925),2017-11-26 04:00:00,Robo
POINT (-58.4044 -34.6345),2017-11-26 23:45:00,Robo
POINT (-58.4052 -34.6099),2017-11-26 22:30:00,Robo
POINT (-58.4059 -34.6215),2017-11-26 06:30:00,Robo
POINT (-58.4061 -34.5909),2017-11-26 23:45:00,Robo
POINT (-58.4094 -34.5943),2017-11-26 01:30:00,Robo
POINT (-58.4153 -34.6119),2017-11-26 06:45:00,Robo
POINT (-58.4192 -34.6128),2017-11-26 22:00:00,Robo
POINT (-58.42 -34.5965),2017-11-26 02:30:00,Robo
POINT (-58.4244 -34.6542),2017-11-26 00:30:00,Robo
POINT (-58.4343 -34.6467),2017-11-26 22:30:00,Robo
POINT (-58.4387 -34.5873),2017-11-26 07:00:00,Robo
POINT (-58.4412 -34.6377),2017-11-26 22:00:00,Robo
POINT (-58.4466 -34.6007),2017-11-26 02:00:00,Robo
POINT (-58.4481 -34.6334),2017-11-26 04:30:00,Robo
POINT (-58.4494 -34.561),2017-11-26 23:07:00,Robo
POINT (-58.4497 -34.5835),2017-11-26 00:45:00,Robo
POINT (-58.4497 -34.6169),2017-11-26 22:00:00,Robo
POINT (-58.4509 -34.5805),2017-11-26 02:00:00,Robo
POINT (-58.4516 -34.6117),2017-11-26 02:30:00,Robo
POINT (-58.453 -34.58),2017-11-26 01:00:00,Robo
POINT (-58.4533 -34.5556),2017-11-26 01:45:00,Robo
POINT (-58.4545 -34.622),2017-11-26 23:00:00,Robo
POINT (-58.4617 -34.5628),2017-11-26 02:30:00,Robo
POINT (-58.464 -34.6349),2017-11-26 22:00:00,Robo
POINT (-58.467 -34.6815),2017-11-26 23:00:00,Robo
POINT (-58.4706 -34.5839),2017-11-26 01:00:00,Robo
POINT (-58.4732 -34.6425),2017-11-26 00:30:00,Robo
POINT (-58.488 -34.6688),2017-11-26 04:20:00,Robo
POINT (-58.4884 -34.5879),2017-11-26 04:30:00,Robo
POINT (-58.5054 -34.6122),2017-11-26 04:30:00,Robo
POINT (-58.5151 -34.6319),2017-11-26 23:00:00,Robo
POINT (-58.5154 -34.6264),2017-11-26 03:15:00,Robo
POINT (-58.5226 -34.6201),2017-11-26 22:15:00,Robo
POINT (-58.5233 -34.6424),2017-11-26 22:00:00,Robo
POINT (-58.389 -34.6147),2017-11-25 00:20:00,Robo
POINT (-58.4485 -34.6654),2017-11-25 06:30:00,Robo
POINT (-58.3658 -34.6286),2017-11-25 01:00:00,Robo
POINT (-58.4328 -34.6202),2017-11-25 04:00:00,Robo
POINT (-58.4531 -34.561),2017-11-25 23:35:00,Robo
POINT (-58.358 -34.6339),2017-11-25 02:00:00,Robo
POINT (-58.3718 -34.6148),2017-11-25 07:25:00,Robo
POINT (-58.3747 -34.6126),2017-11-25 02:50:00,Robo
POINT (-58.3753 -34.6022),2017-11-25 05:30:00,Robo
POINT (-58.3768 -34.5999),2017-11-25 05:00:00,Robo
POINT (-58.3823 -34.6278),2017-11-25 08:00:00,Robo
POINT (-58.3827 -34.629),2017-11-25 06:30:00,Robo
POINT (-58.3827 -34.629),2017-11-25 08:00:00,Robo
POINT (-58.3851 -34.6039),2017-11-25 07:15:00,Robo
POINT (-58.3924 -34.6268),2017-11-25 22:50:00,Robo
POINT (-58.3932 -34.6274),2017-11-25 23:15:00,Robo
POINT (-58.3938 -34.604),2017-11-25 04:30:00,Robo
POINT (-58.3944 -34.6267),2017-11-25 22:00:00,Robo
POINT (-58.396 -34.6354),2017-11-25 23:30:00,Robo
POINT (-58.3972 -34.5997),2017-11-25 22:10:00,Robo
POINT (-58.4011 -34.5948),2017-11-25 22:15:00,Robo
POINT (-58.4063 -34.6413),2017-11-25 07:00:00,Robo
POINT (-58.4101 -34.5912),2017-11-25 05:15:00,Robo
POINT (-58.4129 -34.6141),2017-11-25 04:00:00,Robo
POINT (-58.419 -34.5893),2017-11-25 22:15:00,Robo
POINT (-58.4209 -34.5965),2017-11-25 23:05:00,Robo
POINT (-58.42100000000001 -34.6115),2017-11-25 05:00:00,Robo
POINT (-58.4253 -34.5881),2017-11-25 03:10:00,Robo
POINT (-58.4289 -34.6238),2017-11-25 22:00:00,Robo
POINT (-58.4313 -34.6267),2017-11-25 22:00:00,Robo
POINT (-58.4321 -34.5875),2017-11-25 02:00:00,Robo
POINT (-58.4323 -34.6078),2017-11-25 23:00:00,Robo
POINT (-58.4329 -34.6377),2017-11-25 01:30:00,Robo
POINT (-58.4349 -34.6462),2017-11-25 02:30:00,Robo
POINT (-58.4349 -34.6462),2017-11-25 05:30:00,Robo
POINT (-58.4371 -34.5883),2017-11-25 03:00:00,Robo
POINT (-58.4396 -34.5745),2017-11-25 06:00:00,Robo
POINT (-58.4401 -34.6363),2017-11-25 04:00:00,Robo
POINT (-58.4477 -34.5567),2017-11-25 06:30:00,Robo
POINT (-58.4509 -34.5805),2017-11-25 05:30:00,Robo
POINT (-58.4588 -34.6482),2017-11-25 06:00:00,Robo
POINT (-58.4637 -34.5596),2017-11-25 04:00:00,Robo
POINT (-58.4641 -34.6293),2017-11-25 07:00:00,Robo
POINT (-58.4862 -34.6057),2017-11-25 22:00:00,Robo
POINT (-58.4866 -34.5757),2017-11-25 03:00:00,Robo
POINT (-58.4905 -34.57),2017-11-25 00:35:00,Robo
POINT (-58.4957 -34.5749),2017-11-25 02:45:00,Robo
POINT (-58.4972 -34.6383),2017-11-25 06:45:00,Robo
POINT (-58.5027 -34.5779),2017-11-25 03:15:00,Robo
POINT (-58.5047 -34.6536),2017-11-25 22:00:00,Robo
POINT (-58.5105 -34.6136),2017-11-25 22:15:00,Robo
POINT (-58.5126 -34.6215),2017-11-25 01:30:00,Robo
POINT (-58.514 -34.5913),2017-11-25 02:00:00,Robo
POINT (-58.5176 -34.6154),2017-11-25 23:40:00,Robo
POINT (-58.5251 -34.639),2017-11-25 00:30:00,Robo
POINT (-58.5286 -34.6393),2017-11-25 22:30:00,Robo
POINT (-58.4035 -34.6352),2017-11-24 23:00:00,Robo
POINT (-58.4035 -34.6352),2017-11-24 23:00:00,Robo
POINT (-58.5163 -34.625),2017-11-24 22:00:00,Robo
POINT (-58.3932 -34.6274),2017-11-24 23:15:00,Robo
POINT (-58.3944 -34.6267),2017-11-24 22:00:00,Robo
POINT (-58.3947 -34.6117),2017-11-24 22:00:00,Robo
POINT (-58.4025 -34.5991),2017-11-24 22:30:00,Robo
POINT (-58.4045 -34.6046),2017-11-24 23:00:00,Robo
POINT (-58.4094 -34.6557),2017-11-24 23:30:00,Robo
POINT (-58.4142 -34.6555),2017-11-24 23:15:00,Robo
POINT (-58.4185 -34.6158),2017-11-24 22:30:00,Robo
POINT (-58.4221 -34.6297),2017-11-24 22:00:00,Robo
POINT (-58.4235 -34.6435),2017-11-24 23:00:00,Robo
POINT (-58.4235 -34.6435),2017-11-24 23:00:00,Robo
POINT (-58.4268 -34.627),2017-11-24 22:00:00,Robo
POINT (-58.4287 -34.6436),2017-11-24 22:00:00,Robo
POINT (-58.4289 -34.6238),2017-11-24 22:00:00,Robo
POINT (-58.4323 -34.6546),2017-11-24 22:15:00,Robo
POINT (-58.4339 -34.6394),2017-11-24 22:00:00,Robo
POINT (-58.4339 -34.6394),2017-11-24 22:00:00,Robo
POINT (-58.4478 -34.5881),2017-11-24 23:30:00,Robo
POINT (-58.4877 -34.6425),2017-11-24 23:00:00,Robo
POINT (-58.4885 -34.5516),2017-11-24 22:00:00,Robo
POINT (-58.4908 -34.6066),2017-11-24 22:00:00,Robo
POINT (-58.5058 -34.6066),2017-11-24 22:30:00,Robo
POINT (-58.5064 -34.6653),2017-11-24 22:30:00,Robo
POINT (-58.3733 -34.6137),2017-11-19 01:20:00,Robo
POINT (-58.374 -34.6244),2017-11-19 01:00:00,Robo
POINT (-58.3756 -34.6196),2017-11-19 08:00:00,Robo
POINT (-58.3878 -34.6214),2017-11-19 22:45:00,Robo
POINT (-58.479 -34.5792),2017-11-19 05:15:00,Robo
POINT (-58.4933 -34.5768),2017-11-19 00:45:00,Robo
POINT (-58.3612 -34.6322),2017-11-19 06:30:00,Robo
POINT (-58.3689 -34.6147),2017-11-19 22:30:00,Robo
POINT (-58.3831 -34.6134),2017-11-19 05:30:00,Robo
POINT (-58.3848 -34.611),2017-11-19 00:00:00,Robo
POINT (-58.3867 -34.6042),2017-11-19 06:30:00,Robo
POINT (-58.3882 -34.5898),2017-11-19 05:30:00,Robo
POINT (-58.3954 -34.6353),2017-11-19 01:00:00,Robo
POINT (-58.3958 -34.5997),2017-11-19 01:30:00,Robo
POINT (-58.3961 -34.6141),2017-11-19 06:15:00,Robo
POINT (-58.3965 -34.6071),2017-11-19 00:45:00,Robo
POINT (-58.3975 -34.6439),2017-11-19 05:15:00,Robo
POINT (-58.4013 -34.5837),2017-11-19 01:30:00,Robo
POINT (-58.4016 -34.5965),2017-11-19 01:45:00,Robo
POINT (-58.4031 -34.5988),2017-11-19 05:45:00,Robo
POINT (-58.4036 -34.5941),2017-11-19 00:00:00,Robo
POINT (-58.4056 -34.6257),2017-11-19 01:00:00,Robo
POINT (-58.4058 -34.6436),2017-11-19 06:15:00,Robo
POINT (-58.41 -34.6067),2017-11-19 22:45:00,Robo
POINT (-58.4141 -34.5864),2017-11-19 22:15:00,Robo
POINT (-58.4221 -34.6297),2017-11-19 01:20:00,Robo
POINT (-58.4245 -34.5706),2017-11-19 07:00:00,Robo
POINT (-58.4249 -34.5909),2017-11-19 02:30:00,Robo
POINT (-58.4249 -34.5909),2017-11-19 05:05:00,Robo
POINT (-58.4286 -34.5794),2017-11-19 03:00:00,Robo
POINT (-58.4309 -34.5903),2017-11-19 05:05:00,Robo
POINT (-58.431 -34.5751),2017-11-19 22:30:00,Robo
POINT (-58.4312 -34.5894),2017-11-19 06:05:00,Robo
POINT (-58.4346 -34.6607),2017-11-19 22:30:00,Robo
POINT (-58.4428 -34.5595),2017-11-19 22:00:00,Robo
POINT (-58.4439 -34.637),2017-11-19 22:15:00,Robo
POINT (-58.444 -34.6153),2017-11-19 22:00:00,Robo
POINT (-58.4459 -34.6138),2017-11-19 04:15:00,Robo
POINT (-58.4473 -34.5709),2017-11-19 23:45:00,Robo
POINT (-58.4478 -34.5863),2017-11-19 23:30:00,Robo
POINT (-58.4486 -34.624),2017-11-19 23:00:00,Robo
POINT (-58.451 -34.6269),2017-11-19 02:00:00,Robo
POINT (-58.4518 -34.5838),2017-11-19 01:30:00,Robo
POINT (-58.4539 -34.5794),2017-11-19 22:15:00,Robo
POINT (-58.4564 -34.5507),2017-11-19 07:00:00,Robo
POINT (-58.4565 -34.5986),2017-11-19 02:30:00,Robo
POINT (-58.4599 -34.621),2017-11-19 03:00:00,Robo
POINT (-58.4602 -34.6211),2017-11-19 04:00:00,Robo
POINT (-58.4669 -34.6862),2017-11-19 07:30:00,Robo
POINT (-58.467 -34.6815),2017-11-19 02:00:00,Robo
POINT (-58.4677 -34.6041),2017-11-19 01:00:00,Robo
POINT (-58.4707 -34.5688),2017-11-19 01:15:00,Robo
POINT (-58.4861 -34.6405),2017-11-19 05:45:00,Robo
POINT (-58.4878 -34.5828),2017-11-19 23:00:00,Robo
POINT (-58.4883 -34.5457),2017-11-19 06:45:00,Robo
POINT (-58.4884 -34.583),2017-11-19 02:30:00,Robo
POINT (-58.4901 -34.5741),2017-11-19 02:30:00,Robo
POINT (-58.4929 -34.5807),2017-11-19 06:15:00,Robo
POINT (-58.493 -34.6805),2017-11-19 23:15:00,Robo
POINT (-58.5049 -34.5879),2017-11-19 23:00:00,Robo
POINT (-58.5097 -34.6059),2017-11-19 02:15:00,Robo
POINT (-58.5142 -34.6095),2017-11-19 23:00:00,Robo
POINT (-58.517 -34.619),2017-11-19 00:15:00,Robo
POINT (-58.4058 -34.6161),2017-11-18 04:45:00,Robo
POINT (-58.3881 -34.6288),2017-11-18 07:00:00,Robo
POINT (-58.3989 -34.5885),2017-11-18 00:30:00,Robo
POINT (-58.3989 -34.5885),2017-11-18 23:50:00,Robo
POINT (-58.4055 -34.6045),2017-11-18 05:00:00,Robo
POINT (-58.4127 -34.5937),2017-11-18 22:00:00,Robo
POINT (-58.4162 -34.6375),2017-11-18 07:20:00,Robo
POINT (-58.4312 -34.6263),2017-11-18 00:15:00,Robo
POINT (-58.4647 -34.6353),2017-11-18 00:30:00,Robo
POINT (-58.4837 -34.6288),2017-11-18 23:00:00,Robo
POINT (-58.3632 -34.6271),2017-11-18 06:30:00,Robo
POINT (-58.3632 -34.6271),2017-11-18 06:30:00,Robo
POINT (-58.3786 -34.6481),2017-11-18 05:00:00,Robo
POINT (-58.3807 -34.6066),2017-11-18 03:00:00,Robo
POINT (-58.3812 -34.6002),2017-11-18 22:00:00,Robo
POINT (-58.3814 -34.629),2017-11-18 06:30:00,Robo
POINT (-58.383 -34.6092),2017-11-18 04:15:00,Robo
POINT (-58.3976 -34.6319),2017-11-18 03:45:00,Robo
POINT (-58.4059 -34.6101),2017-11-18 22:15:00,Robo
POINT (-58.4073 -34.652),2017-11-18 22:30:00,Robo
POINT (-58.4077 -34.5795),2017-11-18 23:30:00,Robo
POINT (-58.4113 -34.6065),2017-11-18 23:45:00,Robo
POINT (-58.4126 -34.5925),2017-11-18 04:15:00,Robo
POINT (-58.4129 -34.6436),2017-11-18 22:00:00,Robo
POINT (-58.4137 -34.6061),2017-11-18 03:30:00,Robo
POINT (-58.4146 -34.6035),2017-11-18 02:00:00,Robo
POINT (-58.4147 -34.6082),2017-11-18 05:30:00,Robo
POINT (-58.4236 -34.5992),2017-11-18 07:15:00,Robo
POINT (-58.4263 -34.6235),2017-11-18 23:30:00,Robo
POINT (-58.4274 -34.6235),2017-11-18 02:30:00,Robo
POINT (-58.4302 -34.59),2017-11-18 22:00:00,Robo
POINT (-58.4342 -34.6203),2017-11-18 23:00:00,Robo
POINT (-58.4343 -34.5915),2017-11-18 05:30:00,Robo
POINT (-58.4349 -34.6317),2017-11-18 06:00:00,Robo
POINT (-58.4396 -34.5645),2017-11-18 07:00:00,Robo
POINT (-58.4396 -34.5645),2017-11-18 07:00:00,Robo
POINT (-58.4447 -34.6509),2017-11-18 23:30:00,Robo
POINT (-58.4449 -34.5805),2017-11-18 04:15:00,Robo
POINT (-58.4477 -34.6336),2017-11-18 01:00:00,Robo
POINT (-58.4515 -34.5549),2017-11-18 23:00:00,Robo
POINT (-58.4566 -34.5661),2017-11-18 23:15:00,Robo
POINT (-58.4578 -34.5669),2017-11-18 00:30:00,Robo
POINT (-58.4595 -34.5508),2017-11-18 22:00:00,Robo
POINT (-58.4653 -34.6835),2017-11-18 01:00:00,Robo
POINT (-58.4653 -34.5868),2017-11-18 23:30:00,Robo
POINT (-58.4687 -34.5787),2017-11-18 01:00:00,Robo
POINT (-58.4819 -34.6266),2017-11-18 06:30:00,Robo
POINT (-58.4844 -34.6077),2017-11-18 01:00:00,Robo
POINT (-58.5136 -34.6277),2017-11-18 01:45:00,Robo
POINT (-58.5163 -34.6094),2017-11-18 07:00:00,Robo
POINT (-58.5201 -34.6246),2017-11-18 05:40:00,Robo
POINT (-58.5233 -34.6313),2017-11-18 03:00:00,Robo
POINT (-58.416 -34.5852),2017-11-17 22:00:00,Robo
POINT (-58.4208 -34.5706),2017-11-17 23:00:00,Robo
POINT (-58.443 -34.6438),2017-11-17 22:30:00,Robo
POINT (-58.4503 -34.5627),2017-11-17 23:45:00,Robo
POINT (-58.371 -34.6267),2017-11-17 22:30:00,Robo
POINT (-58.3812 -34.6002),2017-11-17 22:00:00,Robo
POINT (-58.3829 -34.6247),2017-11-17 22:30:00,Robo
POINT (-58.3849 -34.5888),2017-11-17 23:00:00,Robo
POINT (-58.3868 -34.5993),2017-11-17 22:30:00,Robo
POINT (-58.3868 -34.5993),2017-11-17 22:30:00,Robo
POINT (-58.3895 -34.5861),2017-11-17 22:30:00,Robo
POINT (-58.401 -34.5915),2017-11-17 22:45:00,Robo
POINT (-58.402 -34.5734),2017-11-17 22:15:00,Robo
POINT (-58.4036 -34.6056),2017-11-17 23:00:00,Robo
POINT (-58.4038 -34.5963),2017-11-17 23:45:00,Robo
POINT (-58.4129 -34.6436),2017-11-17 22:00:00,Robo
POINT (-58.4173 -34.6062),2017-11-17 22:30:00,Robo
POINT (-58.42100000000001 -34.6201),2017-11-17 22:45:00,Robo
POINT (-58.4213 -34.6277),2017-11-17 23:15:00,Robo
POINT (-58.4227 -34.5639),2017-11-17 23:00:00,Robo
POINT (-58.4232 -34.6191),2017-11-17 22:30:00,Robo
POINT (-58.4288 -34.6041),2017-11-17 22:00:00,Robo
POINT (-58.4354 -34.6329),2017-11-17 22:00:00,Robo
POINT (-58.4447 -34.6509),2017-11-17 23:30:00,Robo
POINT (-58.473 -34.6384),2017-11-17 23:30:00,Robo
POINT (-58.5017 -34.6031),2017-11-17 23:30:00,Robo
POINT (-58.5021 -34.6206),2017-11-17 23:40:00,Robo
POINT (-58.511 -34.6575),2017-11-17 22:45:00,Robo
POINT (-58.5267 -34.6473),2017-11-17 23:00:00,Robo
POINT (-58.3744 -34.6173),2017-11-12 05:30:00,Robo
POINT (-58.43600000000001 -34.6089),2017-11-12 02:45:00,Robo
POINT (-58.483 -34.5551),2017-11-12 23:55:00,Robo
POINT (-58.4235 -34.6402),2017-11-12 22:30:00,Robo
POINT (-58.4081 -34.6232),2017-11-12 06:20:00,Robo
POINT (-58.4131 -34.6106),2017-11-12 06:30:00,Robo
POINT (-58.4206 -34.5873),2017-11-12 00:00:00,Robo
POINT (-58.4363 -34.6425),2017-11-12 23:00:00,Robo
POINT (-58.3773 -34.6025),2017-11-12 03:00:00,Robo
POINT (-58.3777 -34.6105),2017-11-12 01:30:00,Robo
POINT (-58.3812 -34.6153),2017-11-12 23:00:00,Robo
POINT (-58.3816 -34.6037),2017-11-12 22:30:00,Robo
POINT (-58.3827 -34.629),2017-11-12 07:00:00,Robo
POINT (-58.3872 -34.6359),2017-11-12 23:00:00,Robo
POINT (-58.3879 -34.6041),2017-11-12 22:45:00,Robo
POINT (-58.3941 -34.5888),2017-11-12 04:45:00,Robo
POINT (-58.3998 -34.5945),2017-11-12 22:00:00,Robo
POINT (-58.4095 -34.569),2017-11-12 06:00:00,Robo
POINT (-58.4198 -34.6074),2017-11-12 04:00:00,Robo
POINT (-58.4204 -34.59),2017-11-12 05:00:00,Robo
POINT (-58.4207 -34.5808),2017-11-12 02:00:00,Robo
POINT (-58.4224 -34.5892),2017-11-12 22:30:00,Robo
POINT (-58.4227 -34.5927),2017-11-12 04:30:00,Robo
POINT (-58.4227 -34.611),2017-11-12 01:30:00,Robo
POINT (-58.4242 -34.6044),2017-11-12 04:00:00,Robo
POINT (-58.4258 -34.6034),2017-11-12 03:00:00,Robo
POINT (-58.4314 -34.5892),2017-11-12 07:00:00,Robo
POINT (-58.4349 -34.562),2017-11-12 03:45:00,Robo
POINT (-58.4353 -34.5962),2017-11-12 00:00:00,Robo
POINT (-58.4358 -34.6438),2017-11-12 01:00:00,Robo
POINT (-58.4358 -34.6438),2017-11-12 01:00:00,Robo
POINT (-58.4363 -34.609),2017-11-12 02:45:00,Robo
POINT (-58.4388 -34.5755),2017-11-12 05:30:00,Robo
POINT (-58.4394 -34.5881),2017-11-12 02:15:00,Robo
POINT (-58.4475 -34.6349),2017-11-12 22:30:00,Robo
POINT (-58.4486 -34.632),2017-11-12 22:00:00,Robo
POINT (-58.4519 -34.6337),2017-11-12 01:00:00,Robo
POINT (-58.4559 -34.6124),2017-11-12 01:55:00,Robo
POINT (-58.4729 -34.6232),2017-11-12 23:10:00,Robo
POINT (-58.475 -34.6103),2017-11-12 06:00:00,Robo
POINT (-58.4813 -34.5537),2017-11-12 00:30:00,Robo
POINT (-58.4819 -34.6228),2017-11-12 23:00:00,Robo
POINT (-58.485 -34.5684),2017-11-12 01:00:00,Robo
POINT (-58.4871 -34.5673),2017-11-12 00:30:00,Robo
POINT (-58.4883 -34.5644),2017-11-12 23:30:00,Robo
POINT (-58.4961 -34.5978),2017-11-12 06:00:00,Robo
POINT (-58.4993 -34.5732),2017-11-12 00:05:00,Robo
POINT (-58.5013 -34.6038),2017-11-12 05:30:00,Robo
POINT (-58.5054 -34.6256),2017-11-12 07:00:00,Robo
POINT (-58.5243 -34.6299),2017-11-12 06:15:00,Robo
POINT (-58.4408 -34.6498),2017-11-12 08:00:00,Robo
POINT (-58.3972 -34.5875),2017-11-11 03:20:00,Robo
POINT (-58.4231 -34.5837),2017-11-11 04:15:00,Robo
POINT (-58.4557 -34.5615),2017-11-11 23:30:00,Robo
POINT (-58.3861 -34.6248),2017-11-11 23:00:00,Robo
POINT (-58.3873 -34.6262),2017-11-11 00:30:00,Robo
POINT (-58.4096 -34.6176),2017-11-11 00:30:00,Robo
POINT (-58.4237 -34.6136),2017-11-11 01:00:00,Robo
POINT (-58.372 -34.6395),2017-11-11 04:00:00,Robo
POINT (-58.3731 -34.5962),2017-11-11 02:00:00,Robo
POINT (-58.3771 -34.629),2017-11-11 02:30:00,Robo
POINT (-58.3777 -34.6503),2017-11-11 22:30:00,Robo
POINT (-58.3778 -34.6288),2017-11-11 02:45:00,Robo
POINT (-58.3802 -34.6198),2017-11-11 22:45:00,Robo
POINT (-58.3806 -34.6108),2017-11-11 06:00:00,Robo
POINT (-58.3809 -34.6131),2017-11-11 03:00:00,Robo
POINT (-58.3815 -34.6278),2017-11-11 05:30:00,Robo
POINT (-58.3816 -34.6037),2017-11-11 00:00:00,Robo
POINT (-58.3829 -34.626),2017-11-11 23:00:00,Robo
POINT (-58.3837 -34.6501),2017-11-11 02:15:00,Robo
POINT (-58.3844 -34.626),2017-11-11 01:15:00,Robo
POINT (-58.3877 -34.6077),2017-11-11 03:00:00,Robo
POINT (-58.3878 -34.596),2017-11-11 22:15:00,Robo
POINT (-58.3913 -34.6019),2017-11-11 01:00:00,Robo
